IlmnID,arms,ccsk,erms,ews,mrt,nbl,normal,os,wbc,wt
cg1,0.17023672666666667,0.09177825,0.17411342,0.12281945358608604,0.24159116874999997,0.03530171142601457,,,0.10490731313662653,0.10728162333333334
cg2,0.17481655,0.148704675,0.173226225,0.18541935622437444,0.118774038875,0.17559024432343326,,,0.20181100056805373,0.197982075
cg3,0.017713088666666668,0.010988647666666664,0.014284377166666667,0.0167382353498106,0.01022752675,0.019664408575190834,0.014190821256038648,0.012253024519532,0.0240680236754868,0.008995982999999999
cg4,0.5442438333333334,0.31685820000000003,0.5354097333333333,0.5143713812524479,0.408877034,0.527009882921913,0.2351094150041061,0.588506005027333,0.7266990814129505,0.29568904999999995
cg5,0.21210195666666665,0.12697520999999998,0.2138288433333333,0.18657260500000003,0.118692907,0.15032405936791568,0.0,0.029727229402888203,0.17437435803763324,0.15304326666666668
cg6,0.07275641000000002,0.024987994,0.061152665700000004,0.05070478466439016,0.0788635443,0.05417143295006238,0.0043856281908563974,0.056214470562465965,0.06858047596681613,0.0366154912
cg7,0.15339514333333332,0.348729,0.12038854166666665,0.17694910916666667,0.119755138,0.1119691547104926,0.01811808263421167,0.10290709309816388,0.13919469326045356,0.08965721666666666
cg8,0.8190116666666668,0.7255790000000001,0.7933961833333334,0.8388307333333334,0.5592794400000001,0.5658325049289699,0.8857142857142857,0.7842360505864234,0.9249354632482446,0.5816603666666667
cg9,0.851640925,0.834757475,0.8510808875,0.8694938329999999,0.80147342875,0.8474696305952074,0.9640522875816993,0.96658046277708,0.9118701788066924,0.8658519499999999
cg10,0.1509106025,0.0980163015,0.15456907874999998,0.13640102075,0.125235988,0.03581653671072865,0.0,0.10316631845296179,0.14236204157131122,0.11807650225
cg11,0.43508095,0.644776925,0.45696025000000007,0.33021275241036585,0.293151898375,0.5523361503257984,0.09375,0.14632439317134327,0.1878013208467728,0.264850175
cg12,0.178982855,0.0350786925,0.10569419750000002,0.1168988175,0.09391871125000001,0.060254923991192956,0.05148105740030866,0.09783803815977354,0.08147969688225955,0.050577845
cg13,0.14283132250000002,0.07738724250000001,0.12116234500000002,0.10503160581430518,0.10353769662500001,0.07889079351187173,0.012329113924050634,0.055496625850452924,0.09537401162013084,0.07830886499999999
cg14,0.03954827,0.024580165666666667,0.039204165,0.037786535,0.05191185683333333,0.03140632048187507,0.0,0.019485704843896643,0.044448061658124295,0.03548252333333333
cg15,0.026638723333333333,0.013300630666666669,0.0252218165,0.026469138982433287,0.0391178475,0.03575513979054842,0.0,0.014788228145940698,0.03431888949319006,0.02018815666666666
cg16,0.05141544666666666,0.5655812666666667,0.056716965,0.05333041655713559,0.03852868933333334,0.06489132484826245,0.22402513278922137,0.03167069189240762,0.0725221342875111,0.04193414666666667
cg17,0.8155555333333334,0.8813945333333333,0.8686303666666668,0.9106036584999999,0.7785912774999999,0.9045480120668101,0.9493163853877375,0.970020717405353,0.9277672953444366,0.8961941000000001
cg18,0.08916711,0.059967793333333325,0.08669042333333334,0.07396654,0.08846757983333334,0.04634087547606623,0.003355704697986577,0.030643848092720652,0.07388255247302511,0.05710543000000001
cg19,0.320123,0.643949,0.37256095,0.4779013661372128,0.3638955075,0.37740788957429855,0.5863604072933932,0.40311589414247184,0.5533205883606497,0.4442072
cg20,0.3235229333333333,0.7152107000000001,0.3722492833333333,0.5667810140323479,0.6132283135000001,0.38118038273045374,0.8266951161688003,0.3635518630054333,0.7192972628080984,0.5578542999999999
cg21,0.83437696,0.82606576,0.8257517000000001,0.85781834,0.75932475,0.8882893071614616,0.9401785714285714,0.816821787879705,0.8820636116877276,0.86668658
cg22,0.7224855333333333,0.7187445,0.7016104333333332,0.7421633178660516,0.670124289,0.7295920064369883,0.9279535343549186,0.7315509092538669,0.7942617959185366,0.5720570333333334
